!CSV A.01.01
!Keysight Technologies,E5080A,MY55100348,A.12.55.09
!Date: Tuesday, April 23, 2019 16:32:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG)
6210031000,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038,0.85382211,-165.26038
6255030500,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679,0.85770178,50.605679
6300030000,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814,0.85476959,-87.837814
6345029500,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829,0.85007322,129.10829
6390029000,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879,0.85513318,-16.303879
6435028500,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307,0.84928417,-155.10307
6480028000,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698,0.85346389,59.271698
6525027500,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451,0.85463035,-79.026451
6570027000,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034,0.84652758,140.00034
6615026500,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538,0.85461515,-5.0119538
6660026000,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406,0.84707528,-142.53406
6705025500,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292,0.84816384,71.496292
6750025000,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946,0.85202813,-69.319946
6795024500,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688,0.84199333,149.55688
6840024000,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863,0.85289264,3.7124863
6885023500,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455,0.84518242,-133.57455
6930023000,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692,0.84453857,81.060692
6975022500,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371,0.85089201,-60.123371
7020022000,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349,0.83978695,160.6349
7065021500,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383,0.84905171,14.090383
7110021000,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734,0.84366232,-123.85734
7155020500,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924,0.84162915,91.652924
7200020000,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721,0.84772944,-50.813721
7245019500,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445,0.83824492,170.6445
7290019000,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444,0.84518981,23.880444
7335018500,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815,0.84311366,-114.60815
7380018000,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133,0.83760768,102.49133
7425017500,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118,0.84543556,-41.875118
7470017000,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462,0.83726799,-179.76462
7515016500,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763,0.84119642,34.541763
7560016000,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577,0.8403815,-105.08577
7605015500,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309,0.83461374,112.69309
7650015000,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964,0.84235257,-32.238964
7695014500,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063,0.83382463,-169.82063
7740014000,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824,0.83638847,44.181824
7785013500,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454,0.83861494,-96.007454
7830013000,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785,0.83124655,123.35785
7875012500,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926,0.83767563,-22.831926
7920012000,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993,0.83384675,-160.03993
7965011500,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315,0.83023173,54.524315
8010011000,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467,0.83611709,-87.484467
8055010500,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846,0.82965755,133.58846
8100010000,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514,0.83142573,-13.025514
8145009500,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055,0.83398306,-151.24055
8190009000,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851,0.82681352,65.367851
8235008500,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117,0.83519137,-77.953117
8280008000,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766,0.82797283,143.67766
